car,61
Type,confidence_value
motorbike,96
Type,confidence_value
motorbike,73
Type,confidence_value
car,98
Type,confidence_value
motorbike,96
Type,confidence_value
car,51
Type,confidence_value
motorbike,54
Type,confidence_value
car,90
Type,confidence_value
car,96
Type,confidence_value
motorbike,80
Type,confidence_value
car,60
Type,confidence_value
motorbike,96
Type,confidence_value
motorbike,94
Type,confidence_value
car,97
Type,confidence_value
motorbike,96
Type,confidence_value
car,60
Type,confidence_value
motorbike,56
Type,confidence_value
car,90
Type,confidence_value
motorbike,52
Type,confidence_value
motorbike,78
Type,confidence_value
car,92
Type,confidence_value
car,60
Type,confidence_value
motorbike,95
Type,confidence_value
motorbike,84
Type,confidence_value
car,98
Type,confidence_value
motorbike,90
Type,confidence_value
motorbike,97
Type,confidence_value
car,94
Type,confidence_value
motorbike,70
Type,confidence_value
car,51
Type,confidence_value
motorbike,74
Type,confidence_value
car,93
Type,confidence_value
motorbike,93
Type,confidence_value
car,97
Type,confidence_value
motorbike,97
Type,confidence_value
car,54
Type,confidence_value
motorbike,83
Type,confidence_value
car,90
Type,confidence_value
motorbike,87
Type,confidence_value
motorbike,57
Type,confidence_value
car,87
Type,confidence_value
car,75
Type,confidence_value
motorbike,95
Type,confidence_value
motorbike,90
Type,confidence_value
car,95
Type,confidence_value
car,94
Type,confidence_value
car,98
Type,confidence_value
motorbike,73
Type,confidence_value
car,54
Type,confidence_value
car,61
Type,confidence_value
car,70
Type,confidence_value
car,76
Type,confidence_value
car,98
Type,confidence_value
motorbike,87
Type,confidence_value
motorbike,89
Type,confidence_value
car,88
Type,confidence_value
car,91
Type,confidence_value
car,98
Type,confidence_value
motorbike,80
Type,confidence_value
car,57
Type,confidence_value
car,71
Type,confidence_value
car,76
Type,confidence_value
car,98
Type,confidence_value
motorbike,50
Type,confidence_value
motorbike,75
Type,confidence_value
motorbike,84
Type,confidence_value
car,91
Type,confidence_value
car,95
Type,confidence_value
car,98
Type,confidence_value
motorbike,85
Type,confidence_value
car,50
Type,confidence_value
car,65
Type,confidence_value
car,75
Type,confidence_value
car,98
Type,confidence_value
motorbike,56
Type,confidence_value
motorbike,82
Type,confidence_value
motorbike,92
Type,confidence_value
car,95
Type,confidence_value
car,94
Type,confidence_value
car,98
Type,confidence_value
motorbike,90
Type,confidence_value
car,58
Type,confidence_value
car,62
Type,confidence_value
car,98
Type,confidence_value
motorbike,66
Type,confidence_value
motorbike,81
Type,confidence_value
motorbike,90
Type,confidence_value
car,94
Type,confidence_value
car,91
Type,confidence_value
car,99
Type,confidence_value
motorbike,67
Type,confidence_value
car,60
Type,confidence_value
car,98
Type,confidence_value
motorbike,68
Type,confidence_value
motorbike,72
Type,confidence_value
motorbike,78
Type,confidence_value
car,92
Type,confidence_value
car,88
Type,confidence_value
car,98
Type,confidence_value
motorbike,77
Type,confidence_value
car,52
Type,confidence_value
car,57
Type,confidence_value
car,98
Type,confidence_value
motorbike,67
Type,confidence_value
motorbike,75
Type,confidence_value
motorbike,86
Type,confidence_value
car,90
Type,confidence_value
car,89
Type,confidence_value
car,98
Type,confidence_value
car,66
Type,confidence_value
car,98
Type,confidence_value
motorbike,88
Type,confidence_value
motorbike,83
Type,confidence_value
motorbike,56
Type,confidence_value
motorbike,95
Type,confidence_value
car,90
Type,confidence_value
car,91
Type,confidence_value
car,97
Type,confidence_value
car,65
Type,confidence_value
car,61
Type,confidence_value
car,65
Type,confidence_value
car,98
Type,confidence_value
motorbike,75
Type,confidence_value
motorbike,82
Type,confidence_value
motorbike,76
Type,confidence_value
motorbike,95
Type,confidence_value
car,92
Type,confidence_value
car,89
Type,confidence_value
car,97
Type,confidence_value
car,64
Type,confidence_value
car,58
Type,confidence_value
